id	type	parent_id	name_cn	name_en	alias	is_abroad	is_world_known	school_type	is_double_first	education_type	province	city	is_985
100877	0	0	三江学院			0	0	综合类	0	民办(本科)	江苏	南京市	0
104285	0	0	三重中京大学			1	0	NULL	0	NULL	NULL	NULL	0
104540	0	0	三重县立看护大学			1	0	NULL	0	NULL	NULL	NULL	0
104675	0	0	三重大学	Mie University		1	0	NULL	0	NULL	NULL	NULL	0
105612	0	0	三门峡社会管理职业学院			0	0	高职类	0	专科	河南	三门峡市	0
101639	0	0	三门峡职业技术学院			0	0	高职类	0	专科	河南	三门峡市	0
104643	0	0	上智大学	Sophia University		1	0	NULL	0	NULL	NULL	NULL	0
104099	0	0	上武大学			1	0	NULL	0	NULL	NULL	NULL	0
100797	0	0	上海东海职业技术学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100816	0	0	上海中侨职业技术学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100769	0	0	上海中医药大学			0	0	医科类	1	本科	上海	上海市	0
100819	0	0	上海中华职业技术学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100761	2	0	上海交通大学			0	1	综合类	1	本科	上海	上海市	1
100802	0	0	上海交通职业技术学院			0	0	高职类	0	专科	上海	上海市	0
100777	0	0	上海体育学院			0	0	体育类	1	本科	上海	上海市	0
100822	0	0	上海体育职业学院			0	0	高职类	0	专科	上海	上海市	0
100794	0	0	上海健康医学院		上海医疗器械高等专科学校::上海医药高等专科学校::上海健康职业技术学院	0	0	高职类	0	示范(高职)	上海	上海市	0
100796	0	0	上海公安学院		上海公安高等专科学校	0	0	政法类	0	本科	上海	上海市	0
100790	0	0	上海兴伟学院			0	0	综合类	0	民办(本科)	上海	上海市	0
100814	0	0	上海农林职业技术学院			0	0	高职类	0	专科	上海	上海市	0
100799	0	0	上海出版印刷高等专科学校			0	0	高职类	0	骨干(高职)	上海	上海市	0
100834	0	0	上海医药职工大学			0	0	医药类	0	专科（高职）	上海	上海市	0
100788	0	0	上海商学院			0	0	财经类	0	本科	上海	上海市	0
100801	0	0	上海城建职业学院		上海城市管理职业技术学院::上海建峰职业技术学院	0	0	高职类	0	专科	上海	上海市	0
100772	1	0	上海外国语大学			0	0	外语类	1	本科	上海	上海市	0
100840	0	0	上海外国语大学贤达经济人文学院			0	0	财经类	0	独立学院	上海	上海市	0
100780	1	0	上海大学			0	0	综合类	1	本科	上海	上海市	0
100774	0	0	上海对外经贸大学			0	0	财经类	0	本科	上海	上海市	0
100820	0	0	上海工会管理职业学院			0	0	高职类	0	专科	上海	上海市	0
100812	0	0	上海工商外国语职业学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100798	0	0	上海工商职业技术学院		上海新侨职业技术学院	0	0	高职类	0	民办(专科)	上海	上海市	0
100781	0	0	上海工程技术大学			0	0	理工类	0	本科	上海	上海市	0
100810	0	0	上海工艺美术职业学院			0	0	高职类	0	示范(高职)	上海	上海市	0
14938	0	0	上海市化学工业职工大学			0	0	综合类	0	专科（高职）	上海	上海市	0
100839	0	0	上海市宝山区业余大学			0	0	综合类	0	其他	上海	上海市	0
100827	0	0	上海市徐汇区业余大学			0	0	综合类	0	其他	上海	上海市	0
100830	0	0	上海市普陀区业余大学			0	0	综合类	0	其他	上海	上海市	0
100832	0	0	上海市杨浦区业余大学			0	0	综合类	0	其他	上海	上海市	0
100837	0	0	上海市经济管理干部学院			0	0	政法类	0	专科（高职）	上海	上海市	0
100831	0	0	上海市虹口区业余大学			0	0	综合类	0	其他	上海	上海市	0
100828	0	0	上海市长宁区业余大学			0	0	综合类	0	其他	上海	上海市	0
100829	0	0	上海市静安区业余大学			0	0	综合类	0	其他	上海	上海市	0
100826	0	0	上海市黄浦区业余大学			0	0	综合类	0	其他	上海	上海市	0
100771	0	0	上海师范大学			0	0	师范类	0	本科	上海	上海市	0
100841	0	0	上海师范大学天华学院			0	0	综合类	0	独立学院	上海	上海市	0
100767	0	0	上海应用技术大学		上海应用技术学院	0	0	理工类	0	本科	上海	上海市	0
100789	0	0	上海建桥学院			0	0	综合类	0	民办(本科)	上海	上海市	0
100835	0	0	上海开放大学			0	0	综合类	0	专科（高职）	上海	上海市	0
100808	0	0	上海思博职业技术学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100779	0	0	上海戏剧学院			0	0	艺术类	0	本科	上海	上海市	0
100786	0	0	上海政法学院			0	0	政法类	0	本科	上海	上海市	0
100795	0	0	上海旅游高等专科学校			0	0	高职类	0	示范(高职)	上海	上海市	0
100785	0	0	上海杉达学院			0	0	财经类	0	民办(本科)	上海	上海市	0
100807	0	0	上海欧华职业技术学院/上海欧华学院		上海欧华职业技术学院	0	0	高职类	0	民办(专科)	上海	上海市	0
100824	0	0	上海民航职业技术学院			0	0	高职类	0	专科	上海	上海市	0
100806	0	0	上海民远职业技术学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100811	0	0	上海济光职业技术学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100764	0	0	上海海事大学			0	0	理工类	0	本科	上海	上海市	0
100803	0	0	上海海事职业技术学院			0	0	高职类	0	专科	上海	上海市	0
100775	0	0	上海海关学院			0	0	综合类	0	本科	上海	上海市	0
100768	0	0	上海海洋大学			0	0	农林类	1	本科	上海	上海市	0
100763	0	0	上海理工大学			0	0	理工类	0	本科	上海	上海市	0
105394	0	0	上海理工大学中英国际学院			0	0	理工类	0	中外合作办学	上海	上海市	0
100766	0	0	上海电力大学		上海电力学院	0	0	理工类	0	本科	上海	上海市	0
100804	0	0	上海电子信息职业技术学院			0	0	高职类	0	骨干(高职)	上海	上海市	0
100818	0	0	上海电影艺术职业学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100783	0	0	上海电机学院			0	0	理工类	0	本科	上海	上海市	0
100813	0	0	上海科学技术职业学院			0	0	高职类	0	专科	上海	上海市	0
100792	0	0	上海科技大学			0	0	理工类	0	本科	上海	上海市	0
100825	0	0	上海科技管理干部学院			0	0	政法类	0	专科（高职）	上海	上海市	0
100782	0	0	上海立信会计金融学院		上海立信会计学院::上海金融学院	0	0	财经类	0	本科	上海	上海市	0
100809	0	0	上海立达学院		上海立达职业技术学院	0	0	综合类	0	民办(本科)	上海	上海市	0
100787	0	0	上海第二工业大学			0	0	理工类	0	本科	上海	上海市	0
2673	0	0	上海第二轻工业学校		上海第二轻工业职工大学	0	0	综合类	0	专科（高职）	上海	上海市	0
100833	0	0	上海纺织工业职工大学			0	0	其他	0	专科（高职）	上海	上海市	0
100793	0	0	上海纽约大学			0	0	综合类	0	本科	上海	上海市	0
100800	0	0	上海行健职业学院			0	0	高职类	0	专科	上海	上海市	0
100791	0	0	上海视觉艺术学院			0	0	艺术类	0	民办(本科)	上海	上海市	0
100773	1	0	上海财经大学			0	0	财经类	1	本科	上海	上海市	0
101122	0	0	上海财经大学浙江学院			0	0	财经类	0	独立学院	浙江	金华市	0
100815	0	0	上海邦德职业技术学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100805	0	0	上海震旦职业学院			0	0	高职类	0	民办(专科)	上海	上海市	0
100838	0	0	上海青年管理干部学院			0	0	政法类	0	其他	上海	上海市	0
100778	0	0	上海音乐学院			0	0	艺术类	1	本科	上海	上海市	0
104599	0	0	上越教育大学			1	0	NULL	0	NULL	NULL	NULL	0
104159	0	0	上野学园大学			1	0	NULL	0	NULL	NULL	NULL	0
101348	0	0	上饶师范学院			0	0	师范类	0	本科	江西	上饶市	0
105624	0	0	上饶幼儿师范高等专科学校			0	0	高职类	0	专科	江西	上饶市	0
101401	0	0	上饶职业技术学院			0	0	高职类	0	专科	江西	上饶市	0
104566	0	0	下关市立大学			1	0	NULL	0	NULL	NULL	NULL	0
103999	0	0	下加利福尼亚自治大学	Autonomous University of Baja California		1	0	NULL	0	NULL	NULL	NULL	0
103036	0	0	不伦瑞克工业大学	Technische Universität Braunschweig		1	0	NULL	0	NULL	NULL	NULL	0
103444	0	0	不列颠海角大学	Cape Breton		1	0	NULL	0	NULL	NULL	NULL	0
103107	0	0	不来梅大学	Universität Bremen		1	0	NULL	0	NULL	NULL	NULL	0
103037	0	0	不来梅雅格布大学	Jacobs University Bremen		1	0	NULL	0	NULL	NULL	NULL	0
104177	0	0	专修大学			1	0	NULL	0	NULL	NULL	NULL	0
103361	0	0	世宗大学	Sejong University		1	0	NULL	0	NULL	NULL	NULL	0
103282	0	0	东义大学			1	0	NULL	0	NULL	NULL	NULL	0
104637	0	0	东京农工大学	Tokyo University of Agriculture and Technology		1	0	NULL	0	NULL	NULL	NULL	0
104628	0	0	东京医科齿科大学	Tokyo Medical and Dental University (TMDU)		1	0	NULL	0	NULL	NULL	NULL	0
104118	0	0	东京国际大学			1	0	NULL	0	NULL	NULL	NULL	0
104147	0	0	东京基督教大学			1	0	NULL	0	NULL	NULL	NULL	0
104595	0	0	东京外国语大学			1	0	NULL	0	NULL	NULL	NULL	0
104615	0	0	东京大学	The University of Tokyo		1	1	NULL	0	NULL	NULL	NULL	0
104237	0	0	东京女子医科大学			1	0	NULL	0	NULL	NULL	NULL	0
104596	0	0	东京学艺大学			1	0	NULL	0	NULL	NULL	NULL	0
104617	0	0	东京工业大学	Tokyo Institute of Technology		1	1	NULL	0	NULL	NULL	NULL	0
104192	0	0	东京工艺大学			1	0	NULL	0	NULL	NULL	NULL	0
104149	0	0	东京情报大学			1	0	NULL	0	NULL	NULL	NULL	0
104151	0	0	东京成德大学			1	0	NULL	0	NULL	NULL	NULL	0
104156	0	0	东京成德短期大学			1	0	NULL	0	NULL	NULL	NULL	0
104686	0	0	东京海洋大学	Tokyo University of Marine Science and Technology		1	0	NULL	0	NULL	NULL	NULL	0
104644	0	0	东京理科大学	Tokyo University of Science		1	0	NULL	0	NULL	NULL	NULL	0
104704	0	0	东京电机大学	Tokyo Denki University		1	0	NULL	0	NULL	NULL	NULL	0
104150	0	0	东京神学大学			1	0	NULL	0	NULL	NULL	NULL	0
104103	0	0	东京福祉大学|东京福祉大学			1	0	NULL	0	NULL	NULL	NULL	0
104169	0	0	东京纯心女子大学			1	0	NULL	0	NULL	NULL	NULL	0
104597	0	0	东京艺术大学			1	0	NULL	0	NULL	NULL	NULL	0
104703	0	0	东京都市大学	Tokyo City University		1	0	NULL	0	NULL	NULL	NULL	0
104146	0	0	东京音乐大学			1	0	NULL	0	NULL	NULL	NULL	0
104148	0	0	东京齿科大学			1	0	NULL	0	NULL	NULL	NULL	0
105152	0	0	东伦敦大学	University of East London		1	0	NULL	0	NULL	NULL	NULL	0
104076	0	0	东北公益文科大学			1	0	NULL	0	NULL	NULL	NULL	0
100665	1	0	东北农业大学			0	0	农林类	1	本科	黑龙江	哈尔滨市	0
100454	2	0	东北大学			0	1	理工类	1	本科	辽宁	沈阳市	1
105370	2	0	东北大学秦皇岛分校			0	0	综合类	1	普通本科	河北	秦皇岛市	1
104055	0	0	东北女子大学			1	0	NULL	0	NULL	NULL	NULL	0
104066	0	0	东北学院大学			1	0	NULL	0	NULL	NULL	NULL	0
104067	0	0	东北工业大学			1	0	NULL	0	NULL	NULL	NULL	0
100594	1	0	东北师范大学			0	0	师范类	1	本科	吉林	长春市	0
100654	0	0	东北师范大学人文学院			0	0	综合类	0	独立学院	吉林	长春市	0
104070	0	0	东北文化学园大学			1	0	NULL	0	NULL	NULL	NULL	0
100666	1	0	东北林业大学			0	0	农林类	1	本科	黑龙江	哈尔滨市	0
104068	0	0	东北生活文化大学			1	0	NULL	0	NULL	NULL	NULL	0
100588	0	0	东北电力大学			0	0	理工类	0	本科	吉林	吉林市	0
100662	0	0	东北石油大学			0	0	理工类	0	本科	黑龙江	大庆市	0
104069	0	0	东北福祉大学			1	0	NULL	0	NULL	NULL	NULL	0
104075	0	0	东北艺术工科大学			1	0	NULL	0	NULL	NULL	NULL	0
104071	0	0	东北药科大学			1	0	NULL	0	NULL	NULL	NULL	0
100477	0	0	东北财经大学			0	0	财经类	0	本科	辽宁	大连市	0
100765	1	0	东华大学			0	0	理工类	1	本科	上海	上海市	0
101340	0	0	东华理工大学			0	0	理工类	0	本科	江西	抚州市	0
101433	0	0	东华理工大学长江学院			0	0	理工类	0	独立学院	江西	抚州市	0
103758	0	0	东华盛顿大学	Eastern Washington University		1	0	NULL	0	NULL	NULL	NULL	0
100844	2	0	东南大学			0	0	综合类	1	本科	江苏	南京市	1
100985	0	0	东南大学成贤学院			0	0	综合类	0	独立学院	江苏	南京市	0
103712	0	0	东卡罗来纳大学	East Carolina University		1	0	NULL	0	NULL	NULL	NULL	0
104468	0	0	东和大学			1	0	NULL	0	NULL	NULL	NULL	0
103357	0	0	东国大学	Dongguk University		1	0	NULL	0	NULL	NULL	NULL	0
102999	0	0	东地中海大学	Eastern Mediterranean University		1	0	NULL	0	NULL	NULL	NULL	0
104369	0	0	东大坂大学			1	0	NULL	0	NULL	NULL	NULL	0
103489	0	0	东姑阿都拉曼大学	Universiti Tunku Abdul Rahman (UTAR)		1	0	NULL	0	NULL	NULL	NULL	0
105115	0	0	东安格利亚大学	University of East Anglia (UEA)		1	0	NULL	0	NULL	NULL	NULL	0
103684	0	0	东密歇根大学	Eastern Michigan University		1	0	NULL	0	NULL	NULL	NULL	0
103588	0	0	东康涅狄格州立大学	Eastern Connecticut State University 		1	0	NULL	0	NULL	NULL	NULL	0
103333	0	0	东新大学			1	0	NULL	0	NULL	NULL	NULL	0
105531	0	0	东方文化艺术学院			0	0	艺术类	0	其他	北京	北京市	0
104080	0	0	东日本国际大学			1	0	NULL	0	NULL	NULL	NULL	0
103284	0	0	东明情报大学			1	0	NULL	0	NULL	NULL	NULL	0
104706	0	0	东洋大学	Toyo University		1	0	NULL	0	NULL	NULL	NULL	0
104152	0	0	东洋学园大学			1	0	NULL	0	NULL	NULL	NULL	0
104206	0	0	东洋英和女学院大学			1	0	NULL	0	NULL	NULL	NULL	0
31269	0	0	东海大学			0	0	综合类	0	普通本科	台湾	台中市	0
104295	0	0	东海女子大学			1	0	NULL	0	NULL	NULL	NULL	0
104264	0	0	东海学园大学			1	0	NULL	0	NULL	NULL	NULL	0
103641	0	0	东肯塔基大学	Eastern Kentucky University		1	0	NULL	0	NULL	NULL	NULL	0
103229	0	0	东芬兰大学	University of Eastern Finland		1	0	NULL	0	NULL	NULL	NULL	0
105250	0	0	东英吉利亚大学	University of East Anglia		1	0	NULL	0	NULL	NULL	NULL	0
105023	0	0	东英格里亚大学	University of East Anglia, Norwich		1	0	NULL	0	NULL	NULL	NULL	0
102039	0	0	东莞理工学院			0	0	理工类	0	本科	广东	东莞市	0
102154	0	0	东莞理工学院城市学院			0	0	理工类	0	独立学院	广东	东莞市	0
102119	0	0	东莞职业技术学院			0	0	高职类	0	专科	广东	东莞市	0
101520	0	0	东营科技职业学院			0	0	高职类	0	民办(专科)	山东	东营市	0
101509	0	0	东营职业学院			0	0	高职类	0	骨干(高职)	山东	东营市	0
103280	0	0	东西大学			1	0	NULL	0	NULL	NULL	NULL	0
104119	0	0	东邦大学			1	0	NULL	0	NULL	NULL	NULL	0
104120	0	0	东邦音乐大学			1	0	NULL	0	NULL	NULL	NULL	0
104768	0	0	中东理工大学	Middle East Technical University		1	0	NULL	0	NULL	NULL	NULL	0
104261	0	0	中京大学			1	0	NULL	0	NULL	NULL	NULL	0
104262	0	0	中京女子大学			1	0	NULL	0	NULL	NULL	NULL	0
104293	0	0	中京学院大学			1	0	NULL	0	NULL	NULL	NULL	0
103883	0	0	中佛罗里达大学	University of Central Florida		1	0	NULL	0	NULL	NULL	NULL	0
105021	0	0	中兰开夏大学	University of Central Lancashire		1	0	NULL	0	NULL	NULL	NULL	0
100308	0	0	中北大学			0	0	理工类	0	本科	山西	太原市	0
100393	0	0	中北大学信息商务学院			0	0	理工类	0	独立学院	山西	太原市	0
100048	0	0	中华女子学院			0	0	语言类	0	本科	北京	北京市	0
101873	2	0	中南大学			0	0	综合类	1	本科	湖南	长沙市	1
101879	0	0	中南林业科技大学			0	0	农林类	0	本科	湖南	长沙市	0
101995	0	0	中南林业科技大学涉外学院			0	0	综合类	0	独立学院	湖南	长沙市	0
105517	0	0	中南林业科技大学班戈学院			0	0	综合类	0	中外合作办学	湖南	长沙市	0
101756	0	0	中南民族大学			0	0	民族类	0	本科	湖北	武汉市	0
101753	1	0	中南财经政法大学			0	0	财经类	0	本科	湖北	武汉市	0
101599	0	0	中原工学院			0	0	理工类	0	本科	河南	郑州市	0
101729	0	0	中原工学院信息商务学院			0	0	财经类	0	独立学院	河南	郑州市	0
102430	0	0	中国五冶职工大学		第五冶金建设公司职工大学	0	0	理工类	0	专科（高职）	四川	成都市	0
100035	0	0	中国人民公安大学		公安部管理干部学院	0	0	政法类	1	本科	北京	北京市	0
100001	2	0	中国人民大学			0	0	综合类	1	本科	北京	北京市	1
105415	0	0	中国人民大学（苏州校区）			0	0	综合类	0	中外合作办学	江苏	苏州市	0
105556	0	0	中国人民武装警察部队学院成人教育培训部			0	0	NULL	0	其他	河北	廊坊市	0
105380	1	0	中国人民解放军南京政治学院			0	0	军事类	0	本科	江苏	南京市	0
105486	1	0	中国人民解放军后勤学院			0	0	军事类	0	本科	北京	-	0
1439	2	0	中国人民解放军国防科技大学	National University of Defense Technology	国防科技大学::NUDT::国防科学技术大学	0	0	军事类	1	本科	湖南	长沙市	1
105373	1	0	中国人民解放军战略支援部队信息工程大学			0	0	军事类	0	本科	河南	郑州市	0
105403	0	0	中国人民解放军战略支援部队航天工程大学			0	0	军事类	0	普通本科	北京	北京市	0
105404	1	0	中国人民解放军海军工程大学			0	0	军事类	0	本科	湖北	武汉市	0
105458	0	0	中国人民解放军海军潜艇学院			0	0	军事类	0	本科	山东	青岛市	0
105391	1	0	中国人民解放军空军工程大学			0	0	军事类	0	本科	陕西	西安市	0
105412	1	0	中国人民解放军空军航空大学			0	0	军事类	0	本科	吉林	长春市	0
105385	0	0	中国人民解放军空军预警学院			0	0	军事类	0	本科	湖北	武汉市	0
105414	0	0	中国人民解放军西安通信学院			0	0	军事类	0	本科	陕西	西安市	0
105393	0	0	中国人民解放军陆军军事交通学院			0	0	军事类	0	普通本科	天津	天津市	0
105379	1	0	中国人民解放军陆军军医大学			0	0	军事类	0	本科	重庆	重庆市	0
105398	1	0	中国人民解放军陆军勤务学院			0	0	军事类	0	本科	重庆	重庆市	0
105378	1	0	中国人民解放军陆军工程大学			0	0	军事类	0	本科	江苏	南京市	0
105459	0	0	中国人民解放军陆军炮兵防空兵学院			0	0	军事类	0	本科	河南	合肥市	0
105388	0	0	中国人民解放军陆军装甲兵学院			0	0	军事类	0	本科	吉林	北京市	0
105474	0	0	中国人民解放军陆军边海防学院			0	0	军事类	0	本科	陕西	西安市	0
105409	0	0	中国人民解放军陆军防化学院			0	0	军事类	0	本科	北京	北京市	0
100208	0	0	中国人民警察大学		中国人民武装警察部队学院	0	0	政法类	0	本科	河北	廊坊市	0
100029	1	0	中国传媒大学			0	0	语言类	1	本科	北京	北京市	0
100990	0	0	中国传媒大学南广学院			0	0	艺术类	0	独立学院	江苏	南京市	0
105386	0	0	中国信息大学			0	0	综合类	0	普通本科	北京	北京市	0
100017	2	0	中国农业大学			0	0	农林类	1	本科	北京	北京市	1
100478	0	0	中国刑事警察学院			0	0	政法类	0	本科	辽宁	沈阳市	0
100055	0	0	中国劳动关系学院			0	0	财经类	0	本科	北京	北京市	0
100466	0	0	中国医科大学			0	0	医科类	0	本科	辽宁	沈阳市	0
100577	0	0	中国医科大学临床医药学院			0	0	NULL	0	NULL	NULL	NULL	0
100303	0	0	中国地质大学长城学院			0	0	其他	0	独立学院	河北	保定市	0
101740	1	0	中国地质大学（北京）		中国地质大学	0	0	理工类	1	本科	北京	北京市	0
105365	1	0	中国地质大学（武汉）			0	0	理工类	1	本科	湖北	武汉市	0
104422	0	0	中国学园大学			1	0	NULL	0	NULL	NULL	NULL	0
102424	0	0	中国工程物理研究院职工工学院			0	0	理工类	0	专科（高职）	四川	绵阳市	0
100042	0	0	中国戏曲学院			0	0	艺术类	0	本科	北京	北京市	0
100046	1	0	中国政法大学			0	0	政法类	1	本科	北京	北京市	0
105509	0	0	中国政法大学司法考试学院			0	0	政法类	0	普通本科	安徽	合肥市	0
105490	0	0	中国政法大学继续教育学院			0	0	综合类	0	普通本科	北京	北京市	0
105510	0	0	中国政法大学职业能力教育中心			0	0	政法类	0	其他	北京	北京市	0
102335	0	0	中国民用航空飞行学院			0	0	理工类	0	本科	四川	德阳市	0
100117	0	0	中国民航大学			0	0	理工类	0	本科	天津	天津市	0
100099	0	0	中国民航管理干部学院		民航管理干部学院	0	0	航空类	0	普通本科	北京	北京市	0
100836	0	0	中国海关管理干部学院		海关管理干部学院	0	0	政法类	0	其他	上海	上海市	0
101442	2	0	中国海洋大学			0	0	综合类	1	本科	山东	青岛市	1
101582	0	0	中国石油大学胜利学院			0	0	理工类	0	独立学院	山东	东营市	0
100050	1	0	中国石油大学（北京）		中国石油大学	0	0	理工类	1	本科	北京	北京市	0
105543	0	0	中国石油大学（北京）克拉玛依校区			0	0	理工类	0	普通本科	新疆	克拉玛依市	0
19290	1	0	中国石油大学（华东）			0	0	NULL	0	NULL	山东省	青岛市	0
100231	0	0	中国石油管道学院		河北石油职业技术学院	0	0	高职类	0	专科	河北	廊坊市	0
100848	1	0	中国矿业大学			0	0	理工类	1	本科	江苏	徐州市	0
100986	0	0	中国矿业大学徐海学院			0	0	理工类	0	独立学院	江苏	徐州市	0
102773	0	0	中国矿业大学银川学院			0	0	综合类	0	独立学院	宁夏	银川市	0
105376	1	0	中国矿业大学（北京）			0	0	理工类	1	本科	北京	北京市	0
105444	0	0	中国社会科学院大学			0	0	其他	0	普通本科	北京	北京市	0
101124	2	0	中国科学技术大学			0	1	理工类	1	本科	安徽	合肥市	1
100058	0	0	中国科学院大学			0	0	综合类	1	本科	北京	北京市	0
102433	0	0	中国科学院成都分院职工大学			0	0	其他	0	其他	四川	成都市	0
105457	0	0	中国管理软件学院			0	0	理工类	0	普通本科	北京	北京市	0
101027	0	0	中国美术学院			0	0	艺术类	1	本科	浙江	杭州市	0
100863	1	0	中国药科大学			0	0	医科类	1	本科	江苏	南京市	0
101028	0	0	中国计量大学		中国计量学院	0	0	理工类	0	本科	浙江	杭州市	0
101117	0	0	中国计量大学现代科技学院		中国计量学院现代科技学院	0	0	理工类	0	独立学院	浙江	杭州市	0
100094	0	0	中国记协职工新闻学院			0	0	综合类	0	专科（高职）	北京	北京市	0
101714	0	0	中国长城铝业公司职业技术学院		长城铝业公司职工工学院	0	0	综合类	0	专科（高职）	河南	郑州市	0
8846	0	0	中国防卫科技学院			0	0	NULL	0	NULL	NULL	NULL	0
100053	0	0	中国青年政治学院			0	0	综合类	0	本科	北京	北京市	0
100039	0	0	中国音乐学院			0	0	艺术类	1	本科	北京	北京市	0
100093	0	0	中央党校继续教育学院			0	0	NULL	0	NULL	NULL	NULL	0
105151	0	0	中央兰开夏大学	University of Central Lancashire		1	0	NULL	0	NULL	NULL	NULL	0
103756	0	0	中央华盛顿大学	Central Washington University		1	0	NULL	0	NULL	NULL	NULL	0
100214	0	0	中央司法警官学院			0	0	政法类	0	本科	河北	保定市	0
105011	0	0	中央圣马丁艺术与设计学院			1	0	NULL	0	NULL	NULL	NULL	0
103654	0	0	中央学院	Centre College		1	0	NULL	0	NULL	NULL	NULL	0
104144	0	0	中央学院大学			1	0	NULL	0	NULL	NULL	NULL	0
100041	0	0	中央戏剧学院			0	0	艺术类	1	本科	北京	北京市	0
102934	0	0	中央昆士兰大学	Central Queensland University		1	0	NULL	0	NULL	NULL	NULL	0
100045	2	0	中央民族大学			0	0	民族类	1	本科	北京	北京市	1
100040	0	0	中央美术学院			0	0	艺术类	1	本科	北京	北京市	0
100030	1	0	中央财经大学			0	0	财经类	1	本科	北京	北京市	0
100038	1	0	中央音乐学院			0	0	艺术类	1	本科	北京	北京市	0
103685	0	0	中密歇根大学	Central Michigan University		1	0	NULL	0	NULL	NULL	NULL	0
102008	2	0	中山大学			0	0	综合类	1	本科	广东	广州市	1
102159	0	0	中山大学南方学院			0	0	综合类	0	独立学院	广东	广州市	0
105493	0	0	中山大学国际翻译学院			0	0	语言类	0	中外合作办学	广东	广州市	0
102155	0	0	中山大学新华学院			0	0	综合类	0	独立学院	广东	广州市	0
102095	0	0	中山火炬职业技术学院			0	0	高职类	0	骨干(高职)	广东	中山市	0
102114	0	0	中山职业技术学院			0	0	综合类	0	专科（高职）	广东	中山市	0
103583	0	0	中康涅狄格州立大学	Central Connecticut State University 		1	0	NULL	0	NULL	NULL	NULL	0
104469	0	0	中村学园大学			1	0	NULL	0	NULL	NULL	NULL	0
105020	0	0	中英格兰大学	University of Central England， Birmingham		1	0	NULL	0	NULL	NULL	NULL	0
104294	0	0	中部学院大学			1	0	NULL	0	NULL	NULL	NULL	0
101984	0	0	中钢集团衡阳重机职业技术学院		中钢集团衡阳重机职工大学	0	0	理工类	0	专科（高职）	湖南	衡阳市	0
104267	0	0	丰桥创造大学			1	0	NULL	0	NULL	NULL	NULL	0
104688	0	0	丰桥技术科学大学	Toyohashi University of Technology		1	0	NULL	0	NULL	NULL	NULL	0
104266	0	0	丰田工业大学			1	0	NULL	0	NULL	NULL	NULL	0
105597	0	0	临夏现代职业学院			0	0	高职类	0	专科	甘肃	临夏回族自治州	0
100345	0	0	临汾职业技术学院			0	0	高职类	0	专科	山西	临汾市	0
101463	0	0	临沂大学			0	0	师范类	0	本科	山东	临沂市	0
101557	0	0	临沂职业学院			0	0	高职类	0	专科	山东	临沂市	0
103884	0	0	丹佛大学	University of Denver		1	0	NULL	0	NULL	NULL	NULL	0
101838	0	0	丹江口工程管理局职工大学			0	0	理工类	0	专科（高职）	湖北	丹江口市	0
